monthly_charges,tenure_months,support_calls,internet_usage_gb,contract_type,churn
62.63414096234673,5,3,68.12913747052761,0,1
55.756407517011155,39,0,65.8461142891318,0,1
96.96771281634076,4,4,91.78650419630758,1,1
23.337068080515248,40,2,38.86615046602316,1,1
52.00933475800768,36,9,45.630581513600326,0,1
64.27114709122138,21,4,41.07628829334763,1,1
112.08856677893574,33,2,77.69370604392125,0,1
90.85016213128758,26,4,87.4998634586758,2,0
131.27852022643845,40,3,38.96272801562351,0,1
63.485827189805896,39,8,18.522971551420774,1,0
58.53732899580403,11,5,51.940128896137956,2,1
24.315663113451368,21,9,98.51121193406955,1,1
143.7232490829859,48,1,24.349767676650572,0,1
85.19397903135888,22,0,47.940089115107725,2,0
85.32810891019595,49,0,30.78174631297762,0,1
140.04669889492777,56,0,92.65449394534195,2,0
57.68937067071537,57,8,57.33714421882078,1,1
63.17379690594696,59,4,59.98072361130555,0,0
105.3252002713686,37,3,5.7848184298595395,2,1
122.07287413692126,58,9,67.01407676795831,2,1
110.91039430622385,7,4,34.1034800337647,2,1
122.53337672789615,42,8,53.77455266282374,0,1
94.76404510777763,13,2,55.45140137232677,1,1
132.16705275250848,20,2,61.26133004327851,1,1
91.51387490899131,15,1,83.23624210276701,2,1
49.814281542657184,38,7,33.398790665036636,1,1
90.42114384482038,34,6,29.335331499361892,0,1
112.6828090704041,36,1,80.601840545049,1,1
104.96479412393849,53,3,73.27826421280403,1,1
51.59217918619566,46,6,26.433419095016962,0,1
25.340169640535407,57,0,5.079453855678686,0,0
52.822498850777954,25,0,68.26395018688481,1,1
147.92546926298354,56,7,19.931912556045038,1,1
43.9806112507584,29,5,95.9146467718925,1,0
80.36832860381617,47,1,62.41869192256259,2,1
102.9849539164828,28,9,85.71692304476458,0,0
134.33151405644048,14,9,81.53404423394868,2,1
118.83362287892699,4,0,57.990783844314606,2,1
138.1639037228784,38,2,46.643317793670086,2,1
98.56988016520306,7,3,52.195848769106604,2,1
132.49144505661528,13,4,81.28393034340348,1,1
54.29958962809723,17,9,65.84281702677518,0,1
75.97342948208241,29,2,24.543132195784192,1,1
129.69042166540567,17,4,62.8887363682309,0,1
62.32327681112108,36,6,43.44332499893101,2,0
133.25887875099136,19,8,10.823263192003358,0,1
67.20495882548396,26,4,41.220573408109814,0,1
67.24131148403451,52,3,26.622145466728934,0,1
60.174278922848785,45,9,84.66553070949598,0,1
91.10260087288393,9,8,14.974948882651042,1,1
36.778936056833594,2,7,39.25922768382543,2,1
24.758344740242503,20,4,71.0717382242358,1,0
136.6636873962288,23,8,90.25223218532872,2,1
140.76197309459295,18,8,36.85508745554007,1,1
29.902186045950238,56,0,62.61165995093493,1,0
91.46068214499404,26,5,40.49671105663308,1,1
90.15868076817355,52,4,24.273707861279636,0,1
68.41598845429027,25,5,35.94319109322876,0,1
93.95762666559932,17,9,65.41070550697413,0,1
79.55551494464844,39,2,73.05223716816693,0,1
83.6525518465921,49,2,40.20753251952827,1,0
118.19378700134038,59,9,19.49054467257369,1,1
88.37483475343524,10,4,18.25796367380785,2,1
62.075552064692346,59,6,82.19833945851006,0,0
95.58929457156425,25,3,67.06098449109754,0,1
103.29801961989632,46,5,74.16292662989278,0,1
106.10047471991743,28,4,51.38415067506082,0,1
100.37986462700643,26,1,48.4453791905854,0,1
106.39835941656399,12,0,25.059262469430305,0,1
60.312061876743584,58,5,20.992271805490933,1,0
77.99740870030865,44,4,19.621767732642,0,1
106.9318020030652,49,8,99.21992150692648,0,0
118.06791040860394,19,6,82.98471482892631,1,1
76.43899672556972,23,0,64.48231267160082,2,0
67.49326965720286,14,9,25.368372079909456,1,1
113.06474517247159,17,5,37.07758671979751,0,1
48.882513378594155,15,6,38.324643043426086,1,1
21.23398541967981,21,2,50.37897357137183,0,1
81.25158031855756,38,8,45.08969545759759,1,1
42.53851012742431,30,1,93.74455249487534,2,1
69.17675867472448,19,0,73.47691794455693,0,1
57.8604395342311,32,9,12.733498179027812,1,1
121.04404550683591,29,9,39.195896006407274,1,1
63.08310492197794,22,8,17.631449802045445,1,1
103.28785288061196,20,6,31.53868271872753,0,1
107.60863755791176,38,9,96.0948353186374,1,1
79.33905712180619,38,0,72.00003679162413,0,1
30.54013161875851,36,3,5.745958624691335,0,1
111.04746118980276,1,9,36.24182278203985,2,1
29.771828907797797,19,2,46.67666501826956,2,0
32.897684761091256,43,6,62.23763575811289,1,1
45.47965794073555,26,4,52.474066708541784,0,1
56.448853712460526,7,8,11.628411307278654,1,1
130.0387210417363,34,2,53.97700952493076,0,1
107.73983102358463,36,5,17.374631225042123,0,1
70.33766249417883,6,9,54.32397802950583,1,1
147.22156865089795,37,1,28.376517947350006,0,1
51.668330496808956,22,2,18.698268412191517,1,1
99.27587035995307,53,3,32.35267921502202,0,1
130.13783416390072,9,5,14.4640974604762,1,1
124.26293513438205,43,0,31.978453715382322,1,1
31.740007313531475,29,5,87.35860693410461,2,0
110.64564907769058,50,3,34.18121623053276,2,1
53.52228822184995,52,7,49.671093243821424,0,1
66.24535214851068,17,8,54.38179403086277,1,1
83.5689577004515,13,7,21.937622136773513,1,1
122.79752158850116,55,7,46.969523604268765,1,1
41.606187546976145,17,1,86.03320655034851,1,0
34.112180555150175,54,9,12.65007200834296,1,1
39.947361855673805,58,1,92.66786406868015,0,0
48.36905962695781,10,5,87.75578904708708,2,0
27.735240995433784,25,4,86.30380427569725,1,1
140.42634104411007,18,5,23.861563688694236,1,1
61.48084292153729,49,8,51.0097918590661,1,1
43.00683188263467,44,9,63.53476969806063,0,1
102.91844647866913,15,6,14.49524278111593,2,1
122.30949543966177,59,4,57.900323690881756,2,1
117.92044152818418,27,9,84.80410528514325,1,1
113.431935062322,59,6,93.97262421630282,0,1
26.568896806935726,58,7,31.441210021737362,2,1
121.680737498658,19,0,32.43023563423719,2,0
85.24422336274155,54,9,30.719408650141567,0,1
104.38118260409719,15,6,19.577756945821484,2,1
144.33520119009944,45,3,45.91780661247932,0,1
125.38743000162728,7,4,79.52454058337062,2,1
127.29836119938064,43,1,72.6484208587289,0,1
43.59073845416231,40,9,90.5303383752062,1,1
81.93422642199839,52,4,38.79544085744395,2,1
143.41231305134625,16,8,59.36082891674479,2,1
95.7490827691917,24,0,77.82087198531346,2,1
33.33622806935098,23,2,90.32646388819762,0,0
115.13657723508138,11,3,87.81665963904636,2,1
25.58049012365649,24,8,49.22417147080949,2,1
116.49864471048602,5,1,91.15149420005392,0,1
134.37044152594416,58,6,47.18529713282669,2,1
75.28251827973354,39,8,90.76906070893673,2,1
73.76967218806135,48,9,78.81222665499708,0,1
59.54747904311446,30,3,26.056552608299867,0,1
134.00197706348524,16,4,93.31842904454543,0,1
91.2119985262903,20,9,28.034136138712498,2,1
95.30379228250045,29,3,91.29989640718064,1,1
106.0219608104941,17,6,63.43536159765938,0,1
59.030023183174016,19,7,68.40073018406241,2,1
76.26222047555353,26,7,15.386680886685145,1,1
116.40874908681884,15,2,11.245397701725924,1,1
148.11330591006808,25,1,96.99239731232908,0,1
24.45972020838893,15,5,37.008133943944514,0,1
25.544304733053767,59,0,85.21525641872411,0,0
75.65072265778068,20,8,71.92516776805914,0,1
105.75083852524973,30,6,62.39314620957595,0,1
70.22740122859119,21,7,70.09494545073612,2,1
149.95302501547332,47,6,13.491781170088355,2,1
45.39670355119766,35,4,44.177548399808245,0,1
21.030309540965575,44,4,62.67225710709646,2,1
44.71681710065998,59,6,87.4184807160047,0,1
135.28950876316912,6,6,72.89529821211728,0,1
38.8693690729004,52,1,29.01669033267288,1,0
82.26672143986329,37,1,98.56799753963611,0,1
74.50590349378825,11,6,66.08847612791467,1,1
106.54429176784676,23,4,52.62507871888901,2,1
27.097426234528882,44,1,79.23098729294007,0,1
105.63752223860938,39,0,62.25653842512027,1,1
66.1177137177036,9,8,72.44891188601397,1,1
140.38514268072484,18,7,63.62765772859791,2,1
130.35535284616776,46,1,21.989612302019697,1,1
71.93581230208619,36,1,56.61882577957478,0,1
149.07593965732084,40,2,31.894609581555102,0,1
26.75268784531213,48,3,59.17740229491067,1,0
122.5221886083448,36,8,16.92283665750413,0,1
76.39874812355714,28,5,27.036747070865754,0,1
76.3296687963861,19,2,81.82864637767644,1,1
42.11739375889455,30,7,43.50070164581563,2,1
86.93438959639391,58,5,69.00956413626956,2,1
31.013404594411085,38,7,52.29560665130282,0,0
100.15503327004906,51,9,37.36623785481471,1,1
51.40675731100534,15,1,52.04164878952663,0,1
114.23154595001812,44,7,82.3015139228043,0,1
98.95699737335445,12,4,31.75206305759109,1,1
117.03265113768796,2,9,45.03714313223202,2,1
117.46646913044746,9,3,24.24541202264209,0,1
45.572175878657355,35,2,38.362951756045376,2,1
20.08771483325749,1,8,89.08542235916427,0,1
67.54896372105588,46,9,79.64363865250077,1,1
139.47899805354618,31,6,40.49345281060662,1,1
95.12692000265845,28,6,17.57748548591951,2,1
114.5752607312522,45,5,44.897152270473754,0,1
134.34414387806189,57,8,78.31362853372053,1,1
137.78757220421062,37,2,9.161094710998714,0,1
88.77327045022554,7,0,75.80736469848733,0,1
90.32247103856716,46,6,69.59144342685195,2,0
130.62204936030514,16,8,11.141649536345636,0,1
124.97310658770178,50,5,65.38582748423906,0,1
110.8516179877079,14,9,33.372305462060226,2,1
98.58035823511985,33,1,21.842105431762835,1,1
100.23796333521283,6,7,41.5637853728344,0,1
67.17847480104007,21,8,24.51183726445506,0,1
129.31930716221984,10,9,83.3328084454074,1,1
100.31136166134391,32,7,75.49004805291042,2,1
49.05864809139903,6,8,98.17153028841018,1,1
51.17962620623999,2,0,55.737110410222904,0,1
132.00839179051985,39,2,13.474553068667422,0,1
101.34198093275654,49,2,39.93801905630434,2,1
71.83153669563113,27,8,84.67051964756428,2,1
44.32309870058738,56,2,42.702005028919565,1,0
99.32807652187623,14,9,48.2891370711645,2,1
43.960349402535655,23,0,44.137231961963906,1,1
81.12171405837914,39,2,27.36097555649654,1,1
108.07636945136072,54,1,11.953545075245152,0,0
93.50400646174569,58,8,22.15323077058944,1,1
139.87298701641487,21,0,39.57459238351604,1,1
25.163756240729967,41,1,28.31658047325286,2,0
56.373333860682365,51,0,59.40984399909894,2,0
27.42119316093754,30,8,63.32103778663336,0,1
45.29854990279493,25,6,59.15627710952526,0,1
36.117833659918986,53,0,13.067308410846868,0,0
115.24601151263008,24,9,68.3517303968139,1,1
68.01887236827173,11,5,41.53505104475641,2,1
140.25575525639266,35,4,88.42508383952023,1,1
23.03910381996917,55,9,54.93336505362186,0,0
104.88014404274314,58,4,13.028893541493943,2,0
146.1708240345135,4,3,5.875718502552939,1,1
42.85903357530242,37,2,71.73866777778085,2,1
77.51618993712565,36,7,43.04851994638144,1,1
111.24568585213564,13,6,32.359607999412304,0,1
102.30793991201182,9,4,47.48200888801219,1,1
93.5835269735372,28,8,11.877324951198057,1,1
62.47829651707267,55,6,42.23851180055109,0,0
114.66599395927716,46,9,34.89647703871901,0,1
104.92318601888373,16,1,81.01796824607304,1,1
41.16403710768769,54,6,21.61113073011446,1,1
145.3317950697405,6,6,76.85010583517295,1,1
92.23747816221552,27,3,52.53824059297869,0,1
88.3100081346672,10,7,12.779355163115572,0,1
130.27076808637105,23,3,97.11946209417918,0,1
103.25375638176696,21,6,74.7499166899841,2,1
29.682307258828786,26,3,29.70895539245927,2,1
85.8566185927338,45,7,60.26656241707899,0,1
121.47754407622173,3,2,90.49387533232732,2,1
110.99741562299586,59,1,93.42666194552217,2,0
146.19993413855707,43,9,74.46001381882725,1,1
23.23911635917103,35,5,74.12866468726081,1,0
53.95846436325224,7,6,31.34931846728946,1,1
91.39033931671531,27,6,99.02738536324647,2,1
100.53367387269739,42,5,28.130714459625363,2,1
55.666278168006734,33,7,13.493610943428891,1,1
127.48421662886234,4,5,97.85111649527374,1,1
41.36521307908167,26,5,19.520319099179787,0,1
20.11038425082336,8,2,54.55328044346181,2,1
143.81088178889684,20,1,49.48312336347502,1,1
70.90238327591297,17,6,85.57957223302391,1,1
144.4736741242922,5,5,42.68262649807714,1,0
56.13110804487912,49,0,52.70723869335413,2,0
28.24832256705937,9,1,9.155081446602754,1,1
120.42754859189301,8,1,24.744544367004096,1,1
128.65653913734076,7,0,84.13458753903541,1,1
83.97129685019266,37,2,50.44431422602221,1,0
29.6005442231224,36,4,26.938513401082584,1,1
105.0374297465339,55,3,40.04619764326751,0,1
43.678716681770446,3,1,32.084084191962134,1,1
130.41960126031694,8,7,57.84097669586733,0,1
55.623005540484854,5,8,9.887371731090655,2,1
130.2018307408106,5,7,26.372135820874764,2,1
75.50019044615752,17,6,38.72167461141517,2,1
97.54341910225958,47,9,93.1803398480539,2,1
122.64312718672562,58,1,64.21142990348685,2,1
25.257101587781072,27,5,52.904097283190346,1,1
126.75158080467203,40,3,23.128228109047274,1,1
38.02424542951469,39,4,57.99603691799724,2,0
66.59438617638824,49,8,93.25590730067681,1,1
81.4615339144382,12,8,58.799383933734816,0,1
136.40545587692174,28,3,20.653535410704222,0,1
22.917281626426842,4,7,99.72630473379486,1,1
92.6963390785821,52,4,52.39147056767303,2,0
103.52792500811128,28,8,35.357750021624746,2,1
61.15570018287955,25,1,52.820732571942635,0,1
57.76328027022977,58,3,30.050625547752617,1,1
83.76099060636079,50,2,7.885450939634231,0,1
44.32305432240743,36,6,89.50452238695289,1,1
80.8554608486447,42,1,45.743070929377474,2,0
119.45329205371917,3,2,76.52480652332119,0,1
129.90141554086694,58,8,97.26926108982487,1,1
70.0709800368571,31,7,65.09581976550109,2,1
100.24922270867911,37,1,70.70355216666992,1,1
20.002667334916346,12,5,94.60789002179656,2,1
91.5458228772888,55,2,54.07267237157439,1,1
146.78071970102368,37,5,35.39048840043007,0,1
60.59445353095748,37,4,92.53150438207551,1,1
97.32089614720199,4,9,11.55444033390411,0,1
119.09687549392969,30,3,25.387755605280347,0,1
99.16129272865355,57,6,37.420141492471885,0,1
74.40499616068912,38,9,79.30060400738711,2,1
39.83482453023909,42,6,90.87063743826253,0,1
80.28118166957,38,3,47.919722227275884,0,1
58.32194719321691,27,2,32.18213070911598,0,1
110.46963753896868,54,3,38.55501881019626,2,1
77.44865980288196,22,1,67.37199485240026,1,1
130.4843693989518,1,3,20.010676077340115,2,1
45.13191679611293,48,3,57.00592465776552,2,0
74.30361586696456,43,4,60.90211331176506,1,1
92.47564693132507,38,0,72.24629628883535,1,1
36.38190788367837,20,1,62.37030128696815,0,1
96.42831011848355,18,7,14.210784039282583,0,0
57.81978269258489,6,7,70.43589433348887,1,1
49.83983341932574,49,7,7.066005910785156,1,1
38.448396164814824,12,4,42.07933634314565,2,1
65.48465033235645,17,7,44.620979082795465,2,1
140.76771397524686,53,8,16.079895789063016,2,1
24.030761713037602,22,3,5.936428246360427,1,1
130.7803070800321,18,3,11.76037492805063,0,1
71.65691671206831,10,6,47.39849642655395,2,1
93.00821303443,24,4,27.8336529869366,2,1
86.6655986002983,20,9,11.553137791296784,1,1
140.34623400894037,12,0,29.358514040022175,2,1
120.11680499674276,4,7,55.238123671703214,1,1
148.0270595926334,42,3,75.50318970034124,0,1
123.27589371082065,5,7,44.14012796483008,2,1
58.465504246869344,26,1,63.24915123577694,2,1
145.17487831671082,36,3,61.69264404615682,2,1
147.86355280503005,59,1,90.14987823444665,1,1
36.00218147017093,16,4,22.042455945626937,1,1
137.13574389178703,5,9,50.26089213264752,0,1
106.34628377611108,26,9,65.02382449416419,1,1
139.8591901043048,19,7,54.37362088019339,2,1
139.04607262846827,56,6,47.7824506568759,2,1
135.87849405433818,6,4,97.47860335818739,1,1
135.08582717870925,24,6,94.49131427469133,0,1
35.29401106911841,31,4,63.08826728002421,1,1
38.65704207617406,31,6,46.75969238903554,1,1
35.311324519005666,53,3,76.76130152412385,2,0
31.833781544037084,7,3,53.72880090959404,2,0
65.92708705961849,10,9,99.57911403721232,2,1
108.91459386220349,39,3,70.1640430461425,1,1
66.11003969943604,22,7,11.475205666454611,1,1
113.63904332576233,14,0,43.18151216805926,0,1
126.63680625262636,28,9,74.37514629243776,2,1
106.60791621903421,42,4,85.02507820555739,0,1
80.46361441678593,52,9,82.27010249742824,2,1
58.41726714682439,22,1,97.83758381177147,0,1
36.17243711918002,57,9,51.46644702428836,2,1
84.17473762847989,32,3,18.306369010064586,1,1
113.54786393808666,11,4,66.96310219486013,2,0
91.27161749552629,14,7,11.721146180069685,0,1
113.79264950776016,31,1,97.48471390933308,0,1
63.57855740465509,44,1,77.06064167308202,2,1
28.683488197195242,4,1,98.30409291052877,1,1
120.24273038423496,45,7,40.83903414660946,2,1
48.56413453784228,22,2,6.500686025260263,1,1
100.11705783068311,54,4,54.522521319906545,2,0
124.55805679211532,29,1,16.512410776715107,1,1
38.08430023980797,35,5,69.56463118573964,2,0
97.80431230172586,13,9,52.26738537011221,2,1
109.6186670392122,20,5,76.57746274234258,1,1
117.04901268646017,19,1,32.65153532777758,1,0
39.19665944839339,15,3,83.77072861186988,2,1
127.26510105731829,51,1,66.82795181971805,0,1
32.23931359956109,26,9,98.8324236770184,1,1
87.54585086038496,20,3,21.962918090501045,0,1
77.6436505057244,36,6,9.861411471535837,0,1
48.82958965062193,6,4,85.84974414147413,0,1
59.2509963881411,15,9,37.15287219058256,0,1
41.37665182755724,4,3,45.968404580682886,2,1
75.34440532676294,6,9,92.93848492004044,1,1
24.616420584172822,2,9,46.8661971268445,2,1
135.5589857885002,36,2,33.31181225115833,2,0
41.25335355475739,50,5,10.652071984929055,2,0
135.18230833927333,15,1,47.07885719255264,2,1
132.26506201742043,12,3,67.22039496472298,2,1
78.71803693049928,40,7,30.571630485035865,1,0
84.704342587962,44,1,73.18904274380674,2,0
59.24876026948258,41,8,50.43507506308315,2,1
149.59369799681892,7,1,86.52019275103038,2,1
107.20038477672904,22,7,20.36505986621907,0,1
143.73507717162178,8,7,76.92256801018041,2,0
73.92358977046315,52,6,93.59249478764033,1,1
134.79215532626222,42,9,75.43280393535939,1,1
78.27050231821872,11,5,43.56404625905608,1,1
132.68775337317064,2,0,26.89329785970981,0,1
37.020452734331755,30,1,14.344904586328022,1,1
102.79107547990618,4,6,66.02512128640312,0,1
108.23145692908908,53,3,18.57115998214659,1,1
105.30219064723556,25,8,84.63888148472873,0,1
78.11359034511467,21,2,96.27004755606718,1,1
108.90909430400346,25,3,17.899971933076674,2,1
51.1302031061571,9,2,40.72503036474733,1,1
97.4603172846212,8,6,94.04085001958059,1,1
92.0505401784128,5,1,49.71693530709062,1,1
61.3841378769555,46,9,55.864525354782856,2,1
121.25229516755982,28,1,76.0140199015637,0,1
30.513368509628528,2,1,25.000674036332484,0,1
42.2871559679691,21,3,98.0191617211177,2,0
81.24950515052691,59,7,79.18393544572996,2,0
135.92577073026246,49,7,20.330470131838197,0,1
94.77074208863316,8,7,15.551609831033327,0,1
129.4686906220951,34,7,93.82065156383011,0,1
87.28406348918713,23,6,70.07764098830383,0,1
122.10927591942297,15,5,8.663894081696208,0,1
62.35366131693127,27,6,18.488785949726875,2,1
125.96850123439293,2,4,9.543778296456011,0,1
72.21918917354995,28,7,97.53776210979844,0,1
92.6480509835413,11,1,52.29583542580591,1,1
42.86459389892093,46,4,48.90410167288089,2,0
139.65629313372236,21,6,95.79898278699132,2,1
111.18968552684575,42,8,52.94041956950551,0,1
131.65112648941925,32,9,54.186710461173995,1,1
47.02217793020621,32,0,98.4892305185667,1,0
28.798966185000737,7,8,15.586060590992949,0,1
63.837204230431915,22,2,98.64670569485904,1,1
87.16910082414114,14,0,20.739400482986056,0,1
124.30808478467458,13,6,49.92658904342992,2,1
71.70443401579149,21,2,37.073299564026826,1,1
55.094582237137566,22,7,95.76501861686887,0,1
68.43086461399946,34,1,51.12281433801656,0,1
111.46896335995024,10,3,7.186379095130316,0,1
63.708352603632214,1,1,26.060657757928936,2,1
147.2915314261684,1,3,45.92714437818911,1,1
42.74728153369615,24,0,69.2570887247538,2,0
117.90249620242035,3,9,58.38078484372016,2,1
96.59126960971501,31,4,85.74138290497892,1,1
50.302428020350426,43,2,83.70119086312702,2,0
117.96977282828821,51,8,61.09838354963378,0,1
78.18022737252065,41,3,59.27491896341417,1,1
108.71177582059264,13,5,31.425648020718537,2,1
106.09344187140347,54,8,96.00105717447828,1,1
34.38364632224861,4,1,12.300877085174676,2,1
129.19779323202715,52,6,42.717874552678055,0,1
108.59173782918147,23,2,67.77940951447269,2,1
121.4762726427664,6,0,94.83799450814277,1,1
78.20955854532895,34,8,52.64532818638586,2,1
45.35802382136355,41,8,90.1123360181291,0,0
62.40775808715309,18,3,14.955978909628188,0,0
137.1909996912533,56,8,55.50049659940604,0,1
141.9424182406857,36,6,35.024803175398695,2,1
82.6426318085474,26,3,80.5911923812011,1,1
58.84342476942124,33,1,47.274507130682274,2,0
114.9404461341047,33,4,50.14898618334055,2,1
119.57909133461575,25,7,11.154298979845315,2,1
126.01061866289888,52,9,46.61095581768513,1,1
24.04089539392448,17,9,12.678726208582422,0,1
21.26540341156231,51,5,33.45840121858224,0,0
66.43023167664083,3,4,17.053739543940996,0,1
39.824560310946275,55,3,36.7756878215491,1,1
124.64764160683487,22,5,26.60189275735384,2,1
89.26970096522349,56,2,32.092095623710726,2,0
127.2952564270337,55,1,19.096654809591538,2,1
42.99869997673757,49,0,46.762723236392965,1,0
101.53895215203761,35,8,52.269764979846144,2,1
95.42237180858552,57,0,84.48153085057181,1,0
64.2491791091049,4,3,56.18841325232478,0,1
87.220569072509,59,5,26.731965255371144,0,1
96.57357982621342,28,8,74.9100911800394,1,1
135.63341458965678,59,3,33.23844094076979,0,0
27.23299001830392,13,6,76.85767192186806,1,1
127.03860268721887,30,6,41.78058552957967,2,1
147.42033060652318,47,5,53.799130945687544,0,1
115.13075755412223,12,8,52.85677896856859,0,1
115.85510769390274,3,9,95.78540474493447,2,1
48.33665866721249,21,6,19.598204940782892,2,1
87.99952652338783,40,2,94.16278186305539,1,1
111.7722416238245,1,5,58.38891579719191,0,1
98.29653056587962,18,6,99.40041523011766,2,1
70.06710892518151,13,6,59.448136221778384,0,1
142.21539330724812,7,5,67.35573039298617,0,1
86.81827638042355,13,2,76.20954929423881,0,1
146.0838625066187,17,5,83.06997203092058,0,1
93.303838595315,45,1,50.36854292604139,1,1
123.1398480687806,32,9,69.46641927300456,2,1
116.46300340999663,29,0,63.41388461069692,0,0
105.90709077508045,45,7,43.673264721886504,2,0
21.87990994799542,30,2,82.97577355933274,2,1
