age,income,experience,hours_per_week,certifications,hired
37,76069.22182433191,7.3016734656880145,30.195278256447345,3,1
45,69275.26309979455,18.251684358496462,52.545115208919206,1,1
24,138957.8952272389,15.610436055140436,44.74387846004406,2,1
25,52652.00478129217,15.108745450311623,53.52596661505428,3,1
52,129747.6022871986,12.13439159564464,40.6294475349618,3,1
31,82922.67442622254,12.535676341036892,35.079729414665394,2,1
34,86832.40753166376,12.760064704324963,56.873819981911396,4,1
53,60100.87659363292,12.574427740511641,21.450092700591796,1,1
57,94495.48608047204,11.074564627967225,54.24520881412184,4,1
21,62277.45551590747,19.728280369657778,29.232711407511264,4,1
19,25105.0238514148,14.645811348513922,53.949453110158714,0,1
23,55359.81869476628,15.538927767850424,25.567864536675422,0,1
59,20829.27564285679,17.449256301673483,43.20875854762162,1,1
21,147186.12231739136,4.312795254516983,55.52431676045888,2,1
46,145547.13727656717,1.6760831819012156,38.941585875955624,0,1
35,71370.18867139966,9.657888731971973,49.86266695213572,3,1
43,114688.21106415398,10.281613912385463,52.18686471422234,1,1
51,64954.79279335525,16.583635598998356,49.45976834867117,4,1
27,107242.11042117688,8.875671585646714,57.01318947498393,1,1
53,124705.90559597728,11.417060510886255,37.873369220797144,0,1
31,143078.3118099913,10.541418770269166,26.92501756660623,2,1
48,72027.59586045737,0.7640556751478211,21.912442548099193,4,1
32,121828.7377842862,12.30429793193828,29.858394785500202,2,1
25,54570.69858217544,16.560865715485043,25.727900155209685,1,1
31,148743.19949317427,3.1500109615160765,42.317949657379216,2,1
40,23350.04783936565,11.886634678531916,27.397813488469282,2,1
57,98458.74484514572,11.872210888928286,21.557348291574847,1,1
38,105735.77761467252,3.283699281127175,21.439593154746714,4,1
33,109445.92241963674,2.4692714746147204,53.26277993459446,2,1
35,35650.38524258157,19.601038859529694,43.65799725772099,2,1
41,142008.87185150696,7.874383393060751,34.32341207573513,1,1
43,43553.826276510765,4.548434574470585,55.76912170960988,3,1
42,100957.94242117934,3.426490889087499,22.807864456308543,2,1
58,48947.89028600104,13.352034271664701,59.212882909113034,0,1
46,59938.13421276522,12.188905946545576,44.65167161017844,4,1
32,91039.61042465617,12.871042459748349,27.33857015875394,2,1
18,74235.14441339494,1.7601205502290451,47.162763959078745,1,1
42,40829.32812694582,17.87069166996874,50.5352503913425,0,1
24,42221.73231471027,7.785327936180966,37.17371133483098,1,1
26,74358.82246116395,6.267388128607159,54.4653042498219,2,1
41,118446.7871758151,9.247228944954784,26.029296291858813,0,1
18,136735.4040902125,7.801321314952565,31.153503343104333,4,1
25,30936.596093719767,17.27154006278292,23.73969446335959,4,1
41,71103.50798272213,18.58521950395784,28.435113624294086,4,1
28,33031.92328397396,6.069064328992124,29.5491524764458,3,1
34,22157.022482237724,17.278716149199095,56.705327636868404,1,1
25,106023.42874371436,15.630462590661342,23.124387550046247,2,1
52,98318.4274556564,18.616153446895236,37.09660480750838,0,1
52,41192.484795935205,4.915006243717757,41.29594748907652,1,1
50,50395.66830209833,11.539183002419582,55.947722152086435,2,1
22,23082.00797378739,5.490891694808893,59.907848746448536,3,1
59,128543.13674027249,16.481889809687484,50.13552459679343,2,1
56,146709.77748631168,0.10648381142128516,58.83163962276118,1,1
58,37609.73978330981,11.296383257727921,51.484045301434946,2,1
45,50091.777789488755,6.78406862543836,58.528105638856665,0,1
24,132893.23811310143,6.453674141556405,48.29082903777821,3,1
26,140440.29373430402,12.898126477298339,23.190537018042843,0,1
25,74551.55976488534,17.02968898627988,36.07680747970706,3,1
29,26580.921394979636,12.183907827866525,45.86389135209882,3,1
51,25120.938380066524,17.06345957293445,34.02874037817004,2,1
50,94613.48258897135,5.291942237620599,30.935356724551145,0,1
40,71076.36415611327,10.390037095299622,43.095970685323636,3,1
41,23724.815585095086,9.01073078134152,57.3400750680974,3,1
54,95822.81100063238,0.23289799006192435,21.399274940646144,2,1
52,21469.329756572923,11.136242862814802,50.769248141657506,1,1
57,122358.35455940549,13.230486482923498,48.90909112178508,1,1
39,59836.2669514383,11.8382880883814,58.558137015531486,4,1
44,25233.54039120017,14.72559797566843,57.228448893301746,4,1
52,96485.78872780994,11.426790569061541,50.489302481767716,3,1
18,71698.97387629711,1.3350050970151384,40.816350587303944,1,1
52,146594.05373642943,2.3289104816942285,28.170702129340796,3,1
54,90745.82612548128,11.929491550879048,41.809428733022976,0,1
31,55781.09353481108,5.499583839472804,50.614079756786154,1,1
20,112227.05240241672,1.5929025806953168,55.82676850551572,1,1
18,55293.96033055247,8.592054868970935,51.58848036842196,1,1
22,137551.62788298348,11.086451961673108,27.81067740764216,4,1
43,68713.85616595895,6.5749197669921315,43.987452569122375,2,1
31,91482.91316090668,14.408674044515559,33.28693838125428,2,1
56,26574.50349714975,12.875412162024894,20.36822669562572,4,1
44,75395.76093379,6.656367221833439,28.00883743154664,4,1
26,128207.26015592934,15.097450578171212,24.52882599733797,4,1
32,124734.34469723445,12.973900850660709,53.70876494157874,2,1
32,49161.41265095842,12.748907574358041,30.34025008591248,3,1
43,49390.27923137315,11.06855401574136,31.38791875550222,4,1
59,126249.69058772078,0.2277933617710559,58.39746287195537,3,1
30,140951.7946220123,13.930143669537783,35.163468921954085,3,1
49,32396.919765490464,7.5208358221831295,20.383425605775784,0,1
56,78507.62312540929,18.852194203173113,31.353845933845463,2,1
49,63869.05626534977,16.359695421544107,24.7719832240725,3,1
21,133189.49920946712,11.753889390626245,24.112342469434157,2,1
47,30858.23890840244,5.043639636385389,23.099491605429982,2,0
54,47446.37253254486,4.074347865553332,43.73037880701509,0,1
40,117820.88388624426,6.8076967535509825,27.573908945194347,2,1
56,26668.200367558027,9.531358871600371,34.449711761640415,3,1
32,84029.59949285761,5.921310200778942,54.48070864520067,1,1
46,77473.91450836361,10.298589907849657,36.97352559185103,3,1
53,63472.153268537324,3.3074085102637185,56.627654002065505,3,0
30,71294.40099146009,19.554256256509998,39.91752213582425,2,1
49,88892.27630093029,2.1584910992998774,35.953464593590226,3,1
24,40977.75659048981,18.63888279308744,50.01555708362807,1,1
39,94359.46417686706,18.271560228053897,22.927003950720085,2,1
45,124706.20280899822,10.50720963638996,23.579135319296697,4,1
19,118820.92087272067,14.498205436721687,46.07894855691843,3,1
59,40006.98761019058,8.720965959451757,39.47762852956993,3,1
23,39402.43106639161,12.600691550848763,51.616610012768405,0,1
45,54862.667806838734,6.811518748422374,56.65083349374126,4,1
45,66939.71442433484,6.023180395708907,35.5346751068619,4,1
37,73099.22558310273,11.564595723390275,43.856401063385846,1,1
47,108360.63818833488,9.962593483679607,40.027865111812396,4,1
28,27368.456181558602,11.59072738299962,59.264426225697314,0,1
45,24507.45154938863,5.733211625740459,53.243376294263804,1,1
42,70948.37318270816,7.339156636339905,56.46950833109414,4,1
56,110631.27997793746,1.6779592125781861,30.173603503104168,1,1
50,45146.59458434273,1.0455274454441144,50.90105692650377,4,1
18,103395.58256331272,5.069142593460326,30.618928999905958,4,1
44,53777.65793223893,1.4849371866109151,28.349701337135595,4,1
30,135191.19414575712,2.075494172694814,57.77064638622203,3,1
58,136439.69275466015,16.25856810787874,20.772176668714664,4,1
20,58647.336556572445,0.777473940333786,58.615548146537186,3,1
56,49899.18801522127,13.178855878694854,25.970475879552247,2,1
23,73469.51636861006,5.45115497630801,52.77752327173073,0,1
25,51269.10607341933,17.430913614162527,31.036902122724122,1,1
44,107409.89962792148,9.69984569154999,34.028093097229096,1,1
26,127388.40899127712,6.111529186556515,28.670308452879397,2,1
54,107501.97701845822,10.352778713788691,43.42056169924319,4,1
50,127165.55814241544,7.639160380905377,33.92382190031496,0,1
59,71608.98108697165,11.286021293396605,46.29572157978653,2,1
41,40321.20619215191,2.2906573665269647,20.62589271768264,2,1
32,115933.62316168698,19.939810056251023,22.574995340601586,1,1
49,66861.685668402,8.511117553934351,23.986446109249947,3,1
49,107265.20727978722,6.964612794147373,36.75974741240924,3,1
41,55183.71245762954,14.204196966325298,52.59184690639904,4,1
58,30559.85252486745,7.27798812990665,55.52711641513531,4,1
29,149035.63341340923,16.66548610057515,29.79242960243603,2,1
56,40306.19603097791,9.085414487208505,42.974788969560564,4,1
19,148494.72921525253,14.391168265308698,50.73459970770402,3,1
20,147046.39123363816,2.149064328837731,31.553177196784347,0,1
54,123196.35350804515,16.922383711102235,36.360309469450925,1,1
34,105724.98507065969,14.714359735562198,40.95896810742856,3,1
19,95114.91653264101,4.234335569239313,25.394993856321907,4,1
19,132593.2008991185,2.905720194915733,21.039291749031214,1,1
45,57627.13781053343,6.325846974512488,26.11223237273133,1,1
40,80798.55762303402,19.521411720638085,45.07414485014134,2,1
54,100520.69601764526,5.136631491341173,22.944730461347266,4,1
49,73454.76186303384,9.122544178932666,27.587854594005133,2,1
50,75573.23903173485,0.6004045143467263,33.51415542781215,1,1
18,62937.00677527097,7.944550591324651,23.114802572254654,2,1
36,93350.13616898969,11.426400308662055,27.667970846465376,4,1
19,130574.68864196508,19.062492250159302,56.450791559340445,3,1
43,46198.68914082067,10.334720898801288,20.77196528907939,0,1
49,141476.29503794736,16.382146523553757,46.13727696697448,3,1
23,109581.39498726986,10.94255285137801,35.3763572366074,1,1
49,127025.51764840393,0.815700268710362,46.90594957729485,3,1
21,92304.79004190152,6.300165503795481,43.54766881453618,2,1
28,121337.17118512826,11.510990156622064,28.93995017418577,4,1
34,22106.051654130737,19.011879318622487,53.88837950293554,3,1
55,126389.45522133958,17.182607195024666,39.67761530437427,3,1
41,25218.051681097648,4.567112283576953,52.90144075653887,4,1
22,135688.73892717212,4.40219660038327,36.24050144752877,2,1
51,148955.15714102364,4.023459342278015,59.38742215660956,0,1
23,58228.770082981115,18.449977926050064,50.81957434005185,3,1
39,47341.412317153176,17.053323062034412,58.63800820450294,1,1
28,119497.23730154529,15.497668645058976,40.57305915639435,2,1
33,52893.42431963292,7.854702284484551,38.94764529162802,2,1
50,132523.10981238645,10.087614085975336,50.21815237301031,3,1
26,33369.536980471974,9.286634895903056,55.211650520537205,4,1
23,36374.17552931658,5.067962151187453,58.56583183462232,3,1
33,147289.70216308004,10.100560922975339,32.98207624129999,3,1
46,107599.0567751006,0.6099309570550893,51.948182953705555,4,1
20,130095.33917576386,2.6362074699491833,28.425823905421467,1,1
37,62162.81905569734,17.73179192337893,41.82297386981781,4,1
53,107942.88743767857,15.033595340628466,27.193925936367968,3,1
36,97251.43755011764,8.457368181181742,33.89589447001356,0,1
43,98409.51561598311,10.343007245677544,57.25433468825837,4,1
20,108729.2197399038,7.399977719199549,25.843627990923444,1,1
36,94796.69250678281,14.81559734321345,45.29603580540786,4,1
37,75778.10800934657,15.683743584641592,43.71817091709613,4,1
49,55869.95026947109,15.265703804063183,24.82953410835946,2,1
24,119915.57301871627,14.452234496688991,33.039161750752484,2,1
58,49415.415900414206,4.090086773855917,42.51926018061063,3,1
50,110006.05980007384,6.759399584809575,27.48714435953961,3,1
57,50333.26694441246,9.3969086996735,52.024946256512614,4,1
56,101292.92209407901,6.615859828553113,58.886260381389995,0,1
35,117120.17472677377,15.09880400316658,28.59037599849888,3,1
57,48432.80555785009,6.587070484999094,27.476478591623035,4,1
18,27792.629111970076,2.764641735706743,38.197402871897786,4,1
28,37026.58658924263,7.980809040966081,49.91061108560129,4,1
45,98779.60574523332,19.598288655647607,31.264024409410055,4,1
42,130428.03280934562,4.517628258671518,20.795196347891217,4,1
40,25849.58676060517,12.24317317886458,41.64882512131576,2,1
48,115439.663675414,8.659460996794126,58.2640227106923,1,1
47,64371.423973506775,1.4204913529865326,35.65107421627782,1,1
59,82208.68808953793,9.75753211996119,36.80538216732401,4,1
52,140751.74147992354,14.043286572966249,58.75606868456152,3,1
24,63156.29561565991,10.264399516556376,47.784304465069134,0,1
33,80493.80141213318,17.442121274931623,48.76687691368501,4,1
43,21778.713918888545,5.778740333151653,42.50808021484271,0,1
19,30607.83360062899,1.7249834260792984,58.984368434529664,2,1
18,53616.906847521925,18.73131223316012,47.55465937702225,1,1
29,23620.791306739673,7.56392699056438,55.80131006420678,2,0
22,102078.79238627263,11.528111029072667,47.97515462932885,3,1
54,75431.78638421092,15.840062522603919,49.404632993615834,3,1
49,91258.87635464287,6.486273277511612,31.61643688568986,4,1
26,42704.13416652284,14.323290763552222,32.13914792055276,3,1
58,58471.163826760094,2.7083769963565607,51.31938598304117,3,1
52,106297.18173085427,5.825874944110105,31.868251566795983,2,1
36,145489.354071952,2.894212722730398,42.510802832061266,0,1
33,26554.180568287196,16.224611168027156,29.97409243626808,1,1
20,135749.9617111846,4.452984704535707,52.679335232362774,3,1
37,94994.5561704571,14.348071108104206,24.4200540491076,3,1
41,93309.54367823109,18.865967944913052,53.17786559046658,2,1
50,85036.20957700885,10.55544418137754,44.10919202030407,1,1
41,29021.23116754384,10.800583845213755,27.47638139308309,2,1
28,31683.99072570089,9.22067136195624,41.681415420244726,0,1
25,98118.5607356812,6.517802867872855,31.299953473893616,2,1
53,64324.61428662258,9.513100618498342,32.938693389219864,1,1
55,139244.84865509847,12.056150645335189,34.06112166387521,1,1
57,72856.7698567314,19.719831443413188,22.532769878892836,3,1
37,38626.58963134334,18.755291186364484,59.43846737605669,0,1
52,112913.44835526469,17.243059165862434,21.261385125248964,4,1
42,58135.94478733128,17.782610714097167,46.49987492737114,3,1
52,88311.13995626611,9.35698366584086,34.849105910297226,2,1
42,110718.2621156721,13.148886543549295,45.84041163786796,2,1
46,137034.33445626916,17.901334458724282,34.24993012350335,1,1
35,122984.85532421789,7.859015299827061,46.95002585035435,1,1
35,107926.93882345413,19.235249566909374,49.16942037873443,1,1
19,108352.31371136867,8.31572124138366,47.62210561598579,4,1
52,142970.20372417127,12.021653307864312,24.55847925432609,4,1
33,58457.132674549684,14.196094265447439,46.275729386187386,3,1
58,20144.57224550436,19.011840261518767,31.199501978163894,4,1
53,55354.09272176583,4.8923254810453205,21.15205482277334,1,0
50,48325.87935147672,14.922619564772845,36.59322687555816,3,1
21,106038.49606481976,10.416311722881645,37.34172411215204,3,1
50,102382.50796951877,5.371142812412821,38.68696533409786,0,1
31,97149.9797516141,15.532136795927812,48.19296661562865,4,1
38,22111.64761722898,11.04444560347693,32.35375236569837,2,1
37,114741.14707858417,13.219476412993515,32.611220524156906,2,1
25,62058.9536231139,6.45802137155802,22.422090249650424,0,0
24,106457.27857086204,9.6254790365521,47.47284863969184,1,1
20,92355.19570527993,12.34708501976134,42.713043655983356,0,1
34,64555.020305627935,8.09821628539688,33.97700450775152,1,1
50,37494.914723534006,3.9674507969540262,48.20755915669419,4,1
29,32274.456695862522,19.23280984630608,41.49430996907509,4,1
39,128097.38330458906,10.229350800852348,38.76979783482159,3,1
39,139391.68047060253,14.67840740575401,40.45298174644506,3,1
47,104472.44607935894,8.220943871121163,45.45392501068226,3,1
55,33446.43493186284,7.102635280514327,46.40010418298398,3,1
55,72263.5381954713,8.1432859693425,31.558312765628685,2,1
25,114762.09601367044,8.183932875712996,25.62973453564613,3,1
44,121376.71492130886,10.883602318839072,26.265367247620752,3,1
44,35368.42089784152,10.869397399627264,45.575635436120066,3,1
51,20003.993449899714,9.943076317657432,54.91493143068504,1,0
38,112577.81596447865,2.695715698348762,36.37985113382207,3,1
47,66357.50287820672,9.921509570010622,26.780806413178496,0,0
50,53082.573110373836,3.3820780084130297,50.26409993175419,3,1
45,21676.671072638306,2.5227157259153032,53.299578976777944,3,1
50,90238.92287899496,18.652914346823355,55.22329772483866,2,1
22,130649.59560537763,12.099000262954085,44.27325715654933,3,1
36,144492.11401543644,13.189801162491685,54.429142375523384,1,1
21,93546.8435797276,8.035873406667275,20.616598337936306,4,1
52,86879.97260618625,18.179617838297283,24.28943207078094,3,1
34,31057.330113601343,12.75860979159331,23.70304268208395,3,1
45,91353.46420053797,15.38339739047175,48.50418737018932,3,1
47,69397.2802655013,7.371249380554277,22.78327134174316,2,1
46,98927.586514865,19.20023761638251,39.85457489865228,4,1
23,70534.42522395107,16.4092258031663,38.908275945451564,2,1
52,51238.886048547676,17.078969260290872,32.428140942329634,2,1
58,32345.485779688945,3.4438853485150855,54.81620679768399,2,1
54,60939.39779655645,5.41926415742439,26.81732807519984,1,1
41,32563.8284574078,5.712531993671542,34.09851137596959,4,1
46,42996.60360711791,5.418184464937424,50.966860000917166,1,1
48,148353.70061534096,17.10816324208576,21.21689257573137,1,1
52,77733.46239786042,0.6376959041718422,46.918016009854746,4,1
50,89143.32964565215,1.521999779615486,52.655909054462825,1,1
38,133570.408735838,5.478297412598074,57.290713553526686,4,1
49,149423.95706378942,3.997459492988873,55.051865619659395,3,1
40,95752.8784148086,4.637192277656967,32.77536467334741,2,1
50,125621.59673574232,15.958863785066,43.454565652918106,1,1
20,62502.333163767784,11.262531877840939,23.091739726018634,4,1
35,59746.714468147846,0.11541322585935987,30.314800141920344,0,0
42,72351.48372929283,8.586455314083905,23.768895149900295,1,1
59,107425.94414757438,8.157698537007178,32.607491606158554,1,1
48,108684.91960316284,2.2789053888908706,55.00748853834916,4,1
20,60981.126504428605,13.522835772029143,33.8866735869717,0,1
57,37317.29013776173,14.04194376758982,42.47592412005706,0,1
41,102211.51334051612,14.417864381041953,37.33523392459763,3,1
49,36682.36208453939,14.56941891117184,38.35666097194941,1,1
39,95204.02606981291,0.0010565386459360226,58.78288207346233,2,1
40,110144.87664732017,19.078416076934445,31.846178730554318,1,1
19,111079.49453127872,16.28417534109326,45.092978780926856,2,1
44,117951.37438574758,18.079633931785708,36.80250678317788,2,1
59,133471.72480353637,0.3128659061486827,22.445847241907448,4,1
19,84994.6689554225,18.677175915714788,39.57323326496944,1,1
43,114932.39463884426,16.195770573762093,52.533733161804335,4,1
34,100492.45559755877,16.74438285917397,23.950118747267535,3,1
57,44263.19217369873,1.8657476944393703,22.78367389585236,2,1
50,23339.65383302306,14.775560578371953,26.145260815730666,0,1
26,56990.38013800139,19.19833379284182,50.576004455572246,2,1
56,77594.38182389052,13.570946828363212,48.95981536578952,3,1
46,100223.77277572532,11.411228092492129,42.600710756244425,2,1
59,130494.7129654167,18.91259355497994,38.729056163705295,4,1
43,45511.94317180153,8.85874243468872,55.53303258810488,1,1
52,36321.47268680202,11.985871326209574,50.6679129533393,0,1
42,145252.39317166258,9.526765869887324,52.477690052072205,4,1
41,34045.79271893292,18.656924427205983,52.53049205402617,1,1
30,82203.83911393459,1.5216945353101452,45.708686189822316,0,1
24,96123.28474312925,10.022394016506963,38.32058497263783,3,1
53,90378.67471796698,13.739048827708766,54.58711010342601,2,1
37,31184.180414282615,15.838130768444739,57.04029670413003,0,1
18,27413.49882047052,11.660372948882728,20.95224173033372,3,1
25,33712.84556993464,18.17835488242908,22.06219493065005,1,1
33,96126.39890343962,18.839828937677435,58.34973187633749,0,1
31,90764.83539246174,1.2863844638716704,31.08642455376779,3,1
29,50386.302964776754,8.047410790827488,54.93477758597675,1,1
40,102910.6384399269,0.46918043442308877,35.5518047584561,4,1
32,126608.77526723442,6.588333147488859,24.764002304374223,2,1
45,25405.26478005719,10.737364359412043,23.21772800837337,3,1
51,84756.89266124551,18.215898610198977,26.26031596321826,4,1
19,109610.35357334974,16.931086449308058,29.995727794694588,1,1
49,52800.55051905932,2.5499945334397145,39.54073415723305,0,1
40,60010.217688109384,1.860607494817914,48.05991602263134,2,1
39,99772.9273886199,11.785346775133341,59.455943059412,1,1
42,136731.5881476858,10.642359449175654,37.66026973156684,3,1
39,125290.17463937691,5.327552828600477,40.7273976937244,2,1
39,95806.92848294586,17.989061691076703,40.872628055330225,4,1
59,114928.8233084424,18.54732818923107,41.57737421951744,2,1
23,67426.92112701383,8.052228766803253,40.70962628417849,4,1
32,103325.51865283851,17.806051142270405,20.350990202476712,1,1
54,80603.6068465824,7.678977885259453,20.06899288439363,0,1
50,44691.697739482915,14.736336636594004,23.906652725044918,2,0
25,111225.97560404343,9.518844350954483,24.062264137167155,0,1
22,92340.40285534687,2.4516631301436598,48.19587635819184,0,0
56,66620.80565396688,18.55868402474043,28.19664130063999,2,1
21,138474.09471022198,9.081931867550733,55.78856419022451,2,1
23,22721.435317475323,14.689740806448073,57.14425318308078,0,0
49,61050.50966243448,7.343476288625843,59.03573351583595,3,1
47,27394.58171109405,0.3776175715246932,57.56325219548081,3,0
52,119648.55110881153,2.010607173836718,30.875532876740984,2,1
57,111273.96903479304,9.924389589798487,40.3910737881405,0,1
33,63075.78843572122,13.799287142527248,27.01819880787764,0,1
30,107836.1772869195,6.694706531585581,52.24838620689732,1,1
59,71471.83940547348,13.909769183553006,55.537268205763844,0,1
47,118312.99288491646,13.97271178863912,54.0515535719006,3,1
36,79043.87615577178,14.078718146556618,37.334677947873395,1,1
34,73596.36461811652,9.850437080410169,50.34695538747124,3,1
36,141514.8890134791,18.29772300243008,23.90316678305078,4,1
45,52614.282985791026,9.783930359612311,21.609790824770027,2,0
43,35658.15419955351,9.005303869932764,50.129456572350435,4,1
54,95990.60472372956,3.9876163802125397,37.01421097314735,2,1
43,146011.83559694327,6.15310174712673,59.82197058958277,3,1
40,69119.09778453427,0.8466898503660669,23.890168634221297,3,1
26,28064.779271741598,12.670705872323405,54.22510726140935,4,1
29,64109.68475024377,4.970714878541857,39.199322621159666,2,1
18,85771.1150615426,6.083105089709302,53.08600782015508,2,1
18,41049.990862187784,15.416290433286424,52.68509128680579,1,1
51,105553.28834734397,6.544423663229077,56.639680054483094,0,1
49,149707.42057132607,4.8439178402628436,31.91400045144411,1,1
42,78726.1318775877,3.381154982674115,57.991974138480124,3,1
57,66114.71237492765,15.497168043639117,26.06667841430481,4,1
18,72091.54168848066,2.5941251598005377,23.278751103739623,2,0
33,34969.00319137615,9.07507520500707,37.264620694893964,1,1
56,134825.5681854091,10.138602321543889,53.132918745673706,4,1
22,73927.33521777575,13.747798253714292,38.93684522533782,4,1
39,70345.67348522937,12.665669646659909,53.171467101220564,0,1
46,105759.73548096167,16.214413458903497,49.187472231772205,2,1
20,77464.34472104606,0.895028678524763,28.377135445557343,4,1
29,104270.35094501999,5.928814495587944,57.95526499597855,2,1
43,27988.017717002374,5.6026823755075945,22.431246745176136,1,1
33,125784.03468388956,2.9203381118421645,55.931188301751796,4,1
54,142265.51387432235,5.783565077128863,32.17773795961496,4,1
39,104339.50020072017,6.195306282858068,40.00592332657597,1,1
46,144093.5707516454,10.437689238549567,36.89407490802938,2,1
31,39686.20086809523,13.274089578525121,26.873382276676647,2,1
45,82064.10463244599,7.622010272236281,34.325874656067725,4,1
22,98234.87541290815,14.389404626267623,27.717377451711812,1,0
47,95625.76416475428,6.7233067715915995,28.155459018420956,3,1
22,72190.03128157562,5.805673546295207,27.482273441055213,2,0
29,63950.97321761398,10.823761117140487,39.56069521386377,3,1
33,36487.12293155445,0.47432720611581214,51.917254700452624,4,1
43,70926.51857309617,1.5957824726800074,42.758801350449644,3,1
43,41145.90596371307,8.359390871730541,55.72826354203367,3,1
38,115467.5379439884,18.85825422783513,45.46177954306897,2,1
56,47148.0216142967,14.430235596868473,47.57360462530418,4,1
53,27613.4896869894,1.762531390011155,46.70428918908013,3,1
50,91807.59791624045,16.926360255617475,37.97836772734965,2,1
47,97379.8652535222,14.64601541216362,47.57355288800331,3,1
54,133348.69796646573,12.218930514053064,22.788309858758446,2,1
40,95007.60961429865,16.405859212183547,54.394058876626524,4,1
27,64912.51098404794,8.082196954859143,51.11248573775669,1,1
22,124391.54459842166,4.430021017077054,29.809198329267154,2,0
53,90236.25611436473,10.240467782175187,50.721298170163294,2,1
51,30306.437002054925,10.976835111869477,20.505704056000738,3,1
48,93560.57284072206,10.766527440198242,28.689862899235216,4,1
27,138042.41090481612,11.301475829602106,22.605489546835837,0,1
36,71520.64131476867,18.974098364783615,51.20907666471579,0,1
49,58522.354246974006,18.04491246192463,50.23496604713549,1,1
18,38651.02941234261,17.514340731178788,52.54544095207323,4,1
22,39687.91785159645,16.028336218172544,20.179267733021153,2,1
21,76260.29296443646,18.868562145305706,40.04930906713632,0,1
33,97438.37714099884,1.969892833588065,48.19344790069346,1,1
41,30480.002672048227,5.30246522891479,26.216045149560617,4,1
33,142143.91657327156,9.901118913091697,45.99162910050499,1,1
19,118167.37026787546,16.930689862468103,23.36440397238743,0,1
45,96261.10937687615,10.10331423045465,27.253034244172525,3,1
49,127697.0272220688,14.960694786831773,39.03187259978404,3,1
44,30424.278385574726,2.7791981049783243,46.14260610724408,4,1
37,81989.05410530616,5.048276259531203,25.834765078155844,1,1
41,101912.10649201625,14.635521900753448,27.408933233237516,2,1
29,127724.8777953776,3.294680177754481,28.17785468262652,0,1
52,121851.0428064048,7.027118693098535,29.548032187959137,3,1
50,56019.002462741955,5.2973251562714285,29.062153941051648,3,1
50,142314.42204269656,6.997233884449569,35.80596433990547,1,1
54,36164.95938601314,14.166480981559406,46.15158603346892,3,1
29,133767.37042074976,7.35694362285602,37.52127132537879,1,1
20,146222.2324486004,11.105266452158805,51.03895634999553,0,1
18,43029.958018941325,1.998637541088193,48.770740237944594,1,0
50,113868.58834649209,16.100353864692558,25.061076561963027,3,1
57,25237.117441139802,7.397772512962497,21.953664932829756,1,1
27,72704.96726809014,12.97068318066685,55.11766255998425,3,1
