income,credit_score,debt,age,dependents,approved
45215.12274257433,606.728780151999,66908.00168622832,43,3,0
113299.33742547261,330.035666767408,94233.4494935037,68,5,0
177927.15294703198,834.5149157290166,82308.75290068804,29,3,1
153338.3511957568,581.93838425676,4197.272624350601,58,0,1
145462.83337914821,459.9822698273704,47108.28507045132,64,3,0
146447.13511767966,558.173763094092,39795.305620133346,31,2,1
84708.40721955593,771.8217809346189,31014.722109080205,18,4,0
72846.53196760881,467.6967184117849,45133.67251540973,34,3,0
165685.00798613246,405.97201806768516,38419.418492597746,50,0,0
165820.41104225253,370.9891858119848,43233.38998786653,46,3,0
176073.01734441865,463.8226691146162,97926.18656086425,62,4,0
184383.29946016482,729.0264478720239,8863.297474958075,48,1,1
112041.63179496881,559.394500857394,92223.08698387299,25,3,0
110272.93304369593,425.114882031447,48023.67134710267,47,2,0
163693.13221401954,391.4017497853621,62374.22454995412,30,4,0
136993.50753999772,483.0012120807085,83018.29666176939,33,0,0
146354.0379063866,816.9584050871399,36046.30291492555,19,4,1
163242.6804984982,488.6646919245134,43042.19080879669,62,5,1
180200.96152716194,843.4682417750495,40951.8480278714,35,1,1
80839.12823327645,566.876750670946,37473.102253575984,52,0,1
87604.93147518992,398.54015505958296,92552.9321646895,62,1,0
36916.74917135642,790.1270504864301,82892.9891193012,36,1,0
124090.42537931132,553.1954552241548,10899.998986297609,30,2,1
26469.609283413574,690.3192389274884,10812.335247709603,68,3,0
103807.64326384282,841.0413707650334,42786.95148529912,21,2,0
117676.03424736379,327.5964426759857,9865.737673280906,36,2,0
71577.42538309119,353.18200788316193,61909.30952711197,67,5,0
126349.98690242194,696.2512078045158,14369.160726173392,42,2,1
25490.0449890289,455.00375181250956,52237.32639668011,55,0,0
26722.673974858597,401.36576832255446,721.9947003717753,68,3,0
168068.1009187385,321.64903390085124,31659.634841264673,48,3,0
84834.31545402732,312.015691592411,67719.07236726554,53,0,0
42870.89227733926,725.967081715885,48403.89402278484,21,2,0
114003.78680986479,373.9383850532525,97826.94859989881,56,2,0
158598.83955774995,557.2463387841331,87410.37960662108,24,1,1
58847.78494943177,633.2432483487157,35907.07790431512,33,1,0
132120.28564742004,535.5934903128655,4548.65414722746,65,5,1
35362.54369887824,314.9086587849282,84562.63001150188,22,4,0
29302.709810349384,730.9258264233499,91123.43103146715,64,1,0
115643.83368226665,305.78227349790944,82062.73934190368,40,3,0
117314.32188981917,719.0394419076163,12794.994091976487,53,0,1
134737.38226967718,791.3174715834675,99791.51344122877,49,2,1
150696.44007007906,538.0619565814447,25858.42215527738,41,4,1
195653.37430325622,594.548360203789,72420.49128083701,42,1,0
112934.06269421516,562.3408659397096,90803.48763357215,62,4,0
78132.16512942428,514.0647402428913,23568.711433070945,45,0,0
163133.51505836667,788.0834944536982,90825.85546770661,36,0,1
68749.80522717336,791.6634308684947,30948.157919486697,24,4,1
99014.8557270145,484.699000552844,97641.32223840561,61,4,0
34122.14864160787,638.2883647080839,28126.00203804746,58,5,0
24563.13381478235,809.7991591802253,95343.58247578352,34,4,0
193276.71464202652,829.1321744177434,5354.465089267491,19,2,1
170476.42169219704,579.9274722321261,70927.20116698131,33,3,0
145275.35709686566,549.0536429063798,53211.11338370037,56,1,0
93611.52999456858,453.28187376068917,47787.70771227306,35,1,0
51192.977612752235,827.3795302547255,22349.431425584,56,1,0
48158.667680795494,378.54786746007704,70559.5789776492,18,4,0
65043.72166962716,618.9062668262487,19080.94914463071,20,4,0
118860.79964710168,455.4026471352514,55284.179598476825,38,5,1
148627.26608601122,453.4545596912881,25324.53630402508,47,4,1
138835.5278091916,522.7327230569036,95562.13797813561,28,5,0
70388.10145026972,849.33611469861,2863.1193835652825,39,5,1
191875.75051937494,330.23146876190214,19972.828011123656,64,2,1
152821.44500523832,618.1980000119423,24231.060638744773,42,2,1
119783.72945205212,345.41468691940247,41406.78257678164,20,2,0
130109.7343221834,384.98645649478544,23273.024187005354,47,2,0
95528.01123700218,541.7596179750942,49134.90902687853,41,0,0
64591.57811020834,580.7530722405427,87246.5523258539,62,2,0
84075.0821572271,442.3358246004882,71206.34214091708,53,2,0
156412.29988358644,474.0514219809289,57996.19805351111,40,2,0
22590.827953356056,347.8318611407632,8900.317798267964,25,5,0
40893.075291244924,466.7708811143378,69399.21083892757,21,1,0
28280.475563915497,831.6071416592993,16641.428431093984,67,1,1
27331.184417414624,819.5890599198649,78636.7385961698,56,1,0
173982.9051219813,484.18305957534176,25005.67585101532,60,3,1
146658.41468840424,613.9696649533189,41704.87283209009,48,0,1
105351.28923571853,800.2774651110194,35047.02023179279,46,5,0
37610.14891718027,303.40110245249315,85881.39146748568,53,4,0
108490.85752102983,745.8759636856755,12654.445871340813,30,5,1
105224.91874050182,821.6032540339055,56564.48823847886,58,2,0
51176.33658380273,350.2291538834564,14206.160944306223,26,1,0
98093.29686283515,388.79622731810656,70479.58361321867,38,5,0
91730.85219152721,828.4104665242455,90507.81277944811,68,0,1
130853.01764939897,595.6470790021905,43460.76538672534,20,2,0
134316.8571561759,307.80814895944803,48809.226026497585,42,3,0
28154.721758968015,441.69759931994105,92742.28364827622,42,4,0
87430.27063276482,547.4690208478728,52099.13886493571,29,2,0
132654.78482856255,681.0999010636222,48759.843804956094,46,4,1
110564.52654441578,703.2382079752398,57832.91027043042,28,5,0
174168.171413898,847.4818321090008,68922.9736362952,69,2,1
138564.8536914101,458.1311596610675,10688.337508703138,28,3,1
49328.19687465734,596.0210560276614,82111.0527741516,66,5,0
32702.374532077374,593.3279513227828,43550.502745325924,43,0,0
135635.47007713682,523.1048926959807,7234.850989748554,31,4,0
24772.035897491925,393.0390416133311,78618.26691982131,33,4,0
125439.6046292234,837.6011097511134,37694.99716862721,27,0,1
189241.44345649236,769.3244526666224,10036.749509505395,48,4,1
123585.35201765821,574.0831655618305,63377.903954325055,48,5,1
89870.58671717394,631.7849824762163,88013.13534336416,53,1,0
135791.87931962358,424.99357945781423,88775.35094139863,27,0,0
102485.520288473,599.0828887154607,95766.34748089731,43,3,0
118211.02207686829,682.2335732168117,86770.5459766688,37,2,0
189463.66557977453,583.3418656126239,214.0919345475223,61,2,1
89498.47480413936,844.6568438217176,38024.116641339024,26,0,1
193014.30148830457,636.2379109362494,81854.25799055031,32,1,1
182963.11555209148,504.035541925693,36625.30059984742,26,5,0
55242.40426207336,724.683615188711,60154.850637970616,24,3,0
32485.034157529783,393.7543813699031,60631.6947374532,43,2,0
38140.0402479368,511.48369753844656,36502.5304038823,41,2,0
23279.92861727895,490.8274227076722,90447.39272812876,29,5,0
36999.732936067114,537.4939023092775,50322.83453861176,37,1,0
142941.21921494423,729.9789042607995,46478.42059375008,31,4,1
32813.95672284122,566.2951676898741,99751.37456618958,39,0,0
77415.61345287703,736.7079476462795,49350.036407261665,33,1,0
172077.55597450183,617.0688967269263,17839.825192858105,46,1,1
24188.948432448655,488.13818906165545,51306.9422863438,49,1,0
166604.32686600843,745.4883090259099,81401.67355199301,36,1,1
70733.85945921199,431.05931880420036,77686.03268982815,52,4,0
41269.66897189812,423.41063888988754,78858.1765108471,60,5,0
145412.6897655471,577.4766082301596,70802.37839979118,49,3,0
133209.7124203791,443.46708527914893,25421.78290666882,37,1,1
177944.96243486952,304.997869223169,86208.40858402314,68,1,0
152312.78788469944,656.5636400143408,89344.34653762651,57,0,1
164626.56746927273,581.1016018098189,19415.269661854905,37,2,1
70766.22306283517,545.0347979712386,13045.56365513939,25,4,0
51939.11788035011,831.8326830400734,97560.49685891121,52,1,0
155110.6552953545,614.1595511796025,86832.3963650368,59,3,0
165230.25306810753,774.8873677841615,89323.61472099466,30,3,1
198290.9255601212,376.6976299128381,88637.63846243951,58,3,0
94271.18184405677,613.0635547211853,54168.68240337283,23,0,0
86963.25544270097,777.3887947019966,64640.17366657997,64,3,1
159754.33293355943,620.7081665039439,54536.285213364165,33,5,0
81344.63724554321,694.9077979698509,5120.634919032907,22,0,1
187536.31860864165,504.62396229671407,74550.30853527726,62,4,0
174514.29533174212,350.8472343703866,50533.203333588026,68,3,1
97218.9249275033,551.8451623198893,64770.90747902298,51,2,0
155156.7922024695,516.9636649613717,50263.98049755353,23,1,1
155817.71733524284,776.883100308421,49181.132232245596,50,4,1
38562.29639046787,434.19741629385976,17178.910947776683,32,5,0
182459.523202322,831.7038251443095,27871.371514114897,32,2,1
110945.42704061429,826.9759658924729,15885.26919439558,31,4,1
168762.34389939348,436.19740368929126,19566.629562534243,56,5,0
77608.92818551011,491.42857551252627,97297.73804203048,22,3,0
181194.18112931607,792.5556574806367,15311.344577219843,69,4,1
90056.30217214936,831.6422214928591,26927.042430520763,43,4,1
21950.777266453704,543.8915065598242,59058.965773858494,65,4,0
182968.75575546746,476.54837510249376,61017.85762366418,34,0,1
36431.60182150404,589.351707288348,15397.412974382907,60,2,0
77476.45476627468,678.2730635011542,79371.74257852123,64,5,0
191011.1540691449,450.4109834562389,78520.2867912825,69,3,0
191109.2864487601,705.06024604049,23731.770420389108,33,1,1
123218.81986219149,328.4115464130526,28866.630267546047,52,3,0
133730.69819056388,327.11197102042905,93798.7865459497,55,3,0
100720.19395609756,512.4582378300499,82567.1445979478,40,0,0
72777.93890565162,494.41025563339633,69779.70330625238,30,0,0
79159.61816658487,473.5982684519338,8223.322151060052,50,4,1
141053.3220938669,570.0608694679005,41826.40809025757,46,3,1
155427.4152987824,476.4034702713642,55930.187207682706,63,2,0
162484.22787065274,405.7418551574506,18741.128798377693,51,0,1
162131.2657030197,470.2082519987305,44822.658210822454,51,5,1
36417.09854876426,836.1973500456293,60102.587748868995,44,0,0
108995.65484646466,526.1123793471668,32737.66801153992,32,2,0
30360.576802995973,544.5920272720847,78094.48189504872,67,0,0
118915.1988182724,617.099744473127,84044.95816388054,26,2,0
99475.49024720787,840.8374226278246,32360.946943407078,43,1,1
179786.75289649397,432.88070203966964,83865.71544924572,20,2,0
83164.70225937417,674.7051607928386,10357.656610301503,53,1,1
41072.06295696905,693.7915814479483,83772.90986226563,64,5,0
45738.50276951045,634.0284292361862,15275.04316676166,22,4,0
157071.913709145,348.71808680015425,8292.715250972604,37,4,0
131279.251396927,672.2797517051671,64177.54044410112,37,0,0
38202.081702102245,335.2520910698965,47193.73657552943,22,2,0
35139.225100699536,627.8784572524432,90789.06004128327,27,0,0
146174.4436626416,706.7696474719585,36318.91960908492,33,2,1
33097.341145554834,416.03343984097273,28715.226343762868,42,0,0
167934.8106722641,762.8921041485257,50073.49061441983,61,4,1
147123.6008881693,316.69459304315234,45594.61857686613,42,5,0
34642.780515541956,764.0970750120683,34442.804621718824,47,4,1
35270.78853533455,553.1809778535207,69374.12986983286,31,0,0
197595.12413021157,419.6733669624045,75956.18339139083,39,2,1
87368.74323610165,373.5779797466824,85298.39690301366,60,3,0
86715.58647204036,824.3189421703049,97285.66047103428,45,5,1
166303.92210635045,339.96607316963616,26665.619213250448,47,2,1
190504.74392909458,409.5013809647591,71609.34824899615,36,0,0
197480.19148811675,491.30229108817525,39425.823549574525,55,2,1
155608.07334660948,641.1291669286163,67708.19719511081,59,1,1
87726.72539556483,599.6405969018541,47598.16903492203,37,2,0
35030.12900576038,369.1039208267727,99377.31027679316,52,4,0
159886.44486693863,459.35039105601805,72890.21357907499,39,4,0
120512.76495244491,431.31347409731325,95249.13004343245,32,1,0
96359.96166445572,417.44856996968775,83496.95494811857,28,5,0
183143.78931705246,526.1293850639929,90290.1011163371,51,2,0
40015.54681510724,687.2172989254113,81441.9197214675,41,5,0
108672.51877235464,419.59911271947976,45915.91303759114,23,3,0
22043.65605813543,501.6733838366398,25178.845334688438,34,2,0
104358.91555894272,515.0045847626393,37032.01754505222,45,4,0
30134.589622730724,837.0510911894756,2023.6232639950447,67,4,0
41387.224928252945,825.0664962834878,52399.31674646672,48,5,0
41154.72441987888,740.0756705136417,50505.78002704087,53,0,0
136857.85438089143,432.9124064505518,52525.04648304882,26,4,0
154288.0782677762,337.42052275041834,97403.12249720638,27,0,0
125006.37771748874,474.29727574634364,91145.40034548393,38,4,0
193191.05872541753,446.737002188607,16171.2778330108,51,4,1
87476.70431426672,578.2591900805166,36888.25215558892,48,3,0
